ISBN,Book_Title,Book_Author,Year_Publication,Publisher
582538483,Race to the South Pole,Lewis Jones,1985,Longman Group United Kingdom
763617067,Julia's Story (Sisters of the Quantock Hills),Ruth Elwin Harris,2002,Candlewick Press (MA)
582782244,York Notes on \The Old Man and the Sea\ by Ernest Hemingway (York Notes),A.N. Jeffares,1980,Pearson York Notes
696217260,Trading Spaces: Color!,Brian Kramer,2003,Meredith Books
821722786,Guardian Angels,Joseph Citro,1988,Kensington Pub Corp (Mm)
312971028,Glass Houses: Shocking Profiles of Congressional Sex Scandals and Other Unofficial Misconduct,Stanley G. Hilton,1998,St. Martin's Press
786014423,Preacher's Peace: The First Mountain Man,William W. Johnstone,2003,Kensington Publishing Corporation
671885626,The FIRST HORROR (99 FEAR STREET 1) : THE FIRST HORROR,R.L. Stine,1994,Simon Pulse
307113736,Gremlins: To Catch a Gremlin,Michael Teitelbaum,1984,X-S Books
812513797,The Potsdam Bluff,Jack D. Hunter,1992,Tor Books
8493073555,Si yo fuese fuego,Cecco Angiolieri,2000,Departamento de Filología Italiana (U.C.M.)
789458209,Eyewitness: Tree,David Burnie,2000,Dorling Kindersley Publishing
1565048083,Clan Novel: Ravnos,Kathleen Ryan,2000,White Wolf Games Studio
28623916,The Complete Idiot's Guide to Beating the Blues (Complete Idiot's Guides),Ellen McGrath,1998,Macmillan Distribution
534161707,Readings in American Government and Politics,Randall B. Ripley,1992,Thomson Learning College
671441531,BODILY HARM,Margaret F. Atwood,1982,Simon &amp
2831562384,Berlitz Russian Phrase Book (Berlitz Phrase Book),Berlitz Publishing,1998,Berlitz Guides
786865792,The Borderland : A Novel of Texas,Edwin Shrake,2000,Hyperion
157029237X,Terrific Tips for Toddler Teachers,Mary A. Hodge,1998,Totline Publications
553284673,Love and Marriage,Bill Cosby,1990,Bantam Books
684864983,Squandering Aimlessly : On the Road with the Host of Public Radio's \Marketplace\,David Brancaccio,2000,Simon &amp
374115346,Bonfire of the Vanities,Tom Wolfe,1990,Farrar Straus Giroux
399148507,Flash over,Suzanne Chazin,2002,Putnam Publishing Group
8486531136,Cun ollo aberto e outro sen cerrar (Vía Láctea textos),Xabier P Docampo,1986,Vía Láctea : Distribución
140123385,Rebuilding the House,Laurie Graham,1991,Penguin USA
671722808,Much Ado About Nothing,William Shakespeare,1995,Washington Square Press
553482955,Competition Fever (American Gold Gymnasts #1),Gabrielle Charbonnet,1996,Bantam Books
61081361,Promise Me Tomorrow (Harper Monogram),Catriona Flynt,1993,Harper Mass Market Paperbacks (Mm)
393092984,The Norton anthology of English literature,M. H Abrams,1975,Norton
193174226X,Brakos@Twilight.com,Linda Bleser,2002,Treble Heart Books
60525444,Martin Scorsese Presents the Blues: A Musical Journey,Peter Guralnick,2003,Amistad Press
394421345,Life Is a Banquet,Rosalind Russell,1977,Xs Books
62554727,Once upon a Time: Stories of Hope from Adult Children,Amy Dean,1988,Harpercollins
2264023503,Bony et le sauvage blanc,Arthur Upfield,1996,Editions 10/18
61042935,Everywhere That Mary Went,Lisa Scottoline,1993,HarperTorch
312989709,Liberty : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2004,St. Martin's Paperbacks
441898548,Witches of Karres,James H. Schmitz,1984,Ace Books
015210531X,The Borrowers Avenged,Mary Norton,1984,Harcourt
8571648972,Estação Carandiru,Drauzio Varella,1999,Companhia das Letras
60931221,The Last Report on the Miracles at Little No Horse: A Novel,Louise Erdrich,2002,Perennial
761116249,Antiques Roadshow Primer : The Introductory Guide to Antiques and Collectibles from the Most-Watched Series on PBS,Carol Prisant,1999,Workman Publishing
3426666316,Alles kein Problem in der Liebe. Rosa Ausgabe.,Kristine Carlson,2001,Droemer Knaur
2253148660,Le Jardin de Badalpour,Keniz�?© Mourad,1999,LGF
310435420,Second Cup of Coffee,Shaw,1981,Zondervan
451516613,War and Peace,Leo Tolstoy,1982,Signet Book
970507003,Road To Belmont,Bryan Steele,2001,Foreshadow Press
044022831X,Love and Other Four-Letter Words (Laurel-Leaf Books),Carolyn Mackler,2002,Laurel Leaf
1891575236,Love Precious Humanity: The Collected Wisdom Of Harry Palmer,Kayt Kennedy,1999,Star's Edge International
373264127,Tip A Canoe (Worldwide Library Mysteries),Peter Abresch,2002,Worldwide Library
352336579,Going Too Far (Black Lace),Laura Hamilton,2002,Black Lace
892966076,The Shy Tulip Murders,Rebecca Rothenberg,1996,Warner Books Inc
553201344,Pritikin Program for Diet and Exercise,Nathan Pritikin,1980,Bantam Doubleday Dell
006028367X,Regular Guy (Guy Series),Sarah Weeks,1999,Laura Geringer Book
847651641X,El Ruisenor y La Rosa,Oscar Wilde,2000,Olaneta
373052138,Call It Love,Robin Elliot,1985,Silhouette
310235936,Southern Storm,Terri Blackstock,2003,Zondervan Publishing Company
525485406,The House of Fear: Notes from Down Below,Leonora Carrington,1990,Penguin USA
130897930,Core Web Programming (2nd Edition),Marty Hall,2001,Prentice Hall PTR
312209436,The World in Us: Lesbian and Gay Poetry of the Next Wave,Michael Lassell,2000,St. Martin's Press
553569058,The Robber Bride,Margaret Atwood,1995,Bantam
055358068X,The Least Likely Bride,Jane Feather,2000,Bantam
3426617870,Wie in einem Traum.,Ulli Olvedi,2001,Droemersche Verlagsanstalt Th. Knaur Nachf.
679777466,Pawn in Frankincense : Fourth in the Legendary Lymond Chronicles (Lymond Chronicles/Dorothy Dunnett),DOROTHY DUNNETT,1997,Vintage
821736930,Kiss of the Vampire,Lee Weathersby,1992,Zebra Books
312145993,Eva Peron,Alicia Dujovne Ortiz,1996,St Martins Pr
307123936,Disney's the Little Mermaid: Ariel's Secret (Golden Sturdy Shape Book),Denise Patrick,1992,Random House Childrens Books
684848104,CELEBRATION,Harry Crews,1999,Touchstone
316418145,Home Fires Burning : A Novel,Robert Inman,1998,Back Bay Books
898152283,What Color is Your Parachute? 1988,Richard Nelson Bolles,1988,Ten Speed Press
920656404,Mammals of the Canadian wild,Adrian Forsyth,1985,Firefly Books [distributor]
415097193,Eco-Socialism: From Deep Ecology to Social Justice,David Pepper,1993,Routledge
415130352,A Short History of Modern Philosophy: From Descartes to Wittgenstein,Roger Scruton,1995,Routledge
141802812,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,2001,Penguin Putnam
020172152X,Building Secure Software: How to Avoid Security Problems the Right Way,John Viega,2001,Addison-Wesley Pub Co
038081336X,The Maiden and Her Knight,Margaret Moore,2001,Avon
440203279,Skeleton in the Grass,Robert Barnard,1989,Dell Publishing Company
1551660474,Tangled Lives,Margot Dalton,1996,Mira
1842322834,The Rainbow and The Rose,Nevil Shute,2000,House of Stratus
385487657,Jesus and the Holocaust: Reflections on Suffering and Hope,Joel Marcus,1997,Bantam Dell Pub Group
130600318,A History of Modern Germany: 1871 to Present (5th Edition),Dietrich Orlow,2001,Prentice Hall
9580600066,El general en su laberinto (Novela),Gabriel García Márquez,1989,Editorial Oveja Negra
679743472,The Eagle Bird: Mapping a New West,Charles F. Wilkinson,1993,Vintage Books USA
1569551944,Your One-Stop Guide to Mary (Your One-Stop Guides),Mitch Finley,2000,Charis Books
3423201606,Jenseits von Pu und B�?¶se. Der B�?¤r von enormem Verstand und die Philosophie.,John Tyerman Williams,1998,Dtv
385315147,Smilla's Sense of Snow,Peter Hoeg,1995,Delta
670812420,Dancing on coral,Glenda Adams,1987,Viking
157409078X,A Private Revenge (Mariner's Library),Richard Woodman,1999,Sheridan House
8817661031,I custodi del silenzio (Scala),Giuseppe Bonura,1992,Rizzoli
670811475,Home: A short history of an idea,Witold Rybczynski,1986,Viking
151010005,Personality,Andrew O'Hagan,2003,Harcourt
826315453,Ghost Singer: A Novel,Anna Lee Walters,1994,University of New Mexico Press
034540498X,Final Judgment,Richard N. Patterson,1996,Ballantine Books
843921854,Blood Offerings,Robert D. San Souci,1985,Banner of Truth
968506119,Lizzie's Secret Angels (Lizzie Short series),J. Robert Whittle,2000,Whitlands Publishing
089296474x,Capitol Offense,Tony Gibbs,1995,Warner Books Inc
380505754,Why Call Them Back from Heaven,Clifford D. Simak,1980,Avon Books
812561902,Not Quite Kosher (Abe Lieberman),Stuart M. Kaminsky,2003,Forge Books
895772906,Country Ways: A Celebration of Rural Life,Readers Digest,1988,Putnam Pub Group
698114140,The Vanishing Pumpkin (Sandcastle Books),Tony Johnston,1996,Putnam Publishing Group
890095647,Tales of Mystery and Imagination,Edgar Allan Poe,1982,Book Sales
229031479X,Faust,Johann-Wolfga Goethe,2001,J'ai lu
1862050767,The Songs My Paddle Sings: Native American Legends,James Riordan,1997,Pavilion Books
425046591,Hrh Man Who Will/King,T. Heald,1980,Berkley Publishing Group
8401473713,Experimente X. Duendes,Charles Grant,1998,Plaza &amp
445202335,It Came from Schenectady,Barry B. Longyear,1986,Warner Books
449204200,The Stone Bull,Phyllis A. Whitney,1993,Ivy Books
812213238,Anatomy of a Crusade: 1213-1221 (Middle Ages Series),James M. Powell,1990,University of Pennsylvania Press
763705373,Programming in C++,Nell B. Dale,1998,Jones &amp
800750098,Understanding the Male Temperament: What Every Man Would Like to Tell His Wife About Himself ... but Won't,Tim Lahaye,1978,Baker Pub Group
3593372940,Die 11 Geheimnisse des ALDI- Erfolgs.,Dieter Brandes,2003,Campus Sachbuch
448195119,The Clue of the Broken Locket (Her Nancy Drew Mystery Stories),Carolyn Keene,1965,Price Stern Sloan Pub
965296601,Al Franken Is a Buck-Toothed Moron: And Other Observations,J. P. Mauro,1996,Payback Publishing
812590236,Irish Mist: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,2000,Forge
2894642067,Seattle (Ulysses Travel Guides),Karl Lemay,2000,Ulysses Travel Guides
451199995,Misery Express (Ranger (Signet)),Ralph W. Cotton,2000,Signet Book
786806532,Daughters of the Moon: Goddess of the Night - Book #1 (Daughters of the Moon),Lynne Ewing,2000,Hyperion Books for Children
425113884,Mortal Fear,Robin Cook,1989,Berkley Publishing Group
1551642069,Requiem for a Lightweight: Stockwell Day and Image Politics,Trevor Harrison,2002,Black Rose Books
880117036,The San Francisco Running Guide (City Running Guide Series),Bob Cooper,1998,Human Kinetics Publishers
830819509,Mary: What the Bible Really Says,Douglas Connelly,1998,Intervarsity Pr
3596155037,Jetzt stillen wir unseren Hunger.,Christoph Bauer,2002,Fischer (Tb.)
760010706,Java Programming: Comprehensive,Joyce M. Farrell,1999,Course Technology
515075027,Hand in Glove,Ngaio Marsh,1983,Jove Books
8474441404,Daguerrotipos,Manuel Vicent,1984,Editorial Debate
563170093,Twenty-five years of The Archers: A who's who of Ambridge,Jock Gallagher,1975,British Broadcasting Corporation
1586637339,The Decline and Fall of Practically Everybody,Will Cuppy,2002,MetroBooks (NY)
750925744,The Young Victoria,Alison Plowden,2000,Sutton Publishing
890877890,The Radiant Kingdom: An Allegorical Study of Meditation,Ian MacWhinnie,1996,Celestial Arts
451206444,My Lady Notorious,Jo Beverley,2002,Signet Book
3423781459,Auf Wiedersehen im Cyberspace.,Gillian Cross,2000,Dtv
884860167,Inspirational Writings of C.S. Lewis,C. S. Lewis,1987,Bristol Park Books
042518532X,Mirabilis,Susann Cokal,2002,Blue Hen Books
849990483,Traveling Light for Mothers,Max Lucado,2002,W Publishing Group
936184582,Italian Classics (The Best Recipe Series),Editors of Cook's Illustrated Magazine,2002,Boston Common Press
8448700058,Dracula,Bram Stoker,1995,Altaya
786845457,Lizzie McGuire: Broken Hearts - Book #7 : Junior Novel (Lizzie Mcguire),Jasmine Jones,2003,Disney Press
8476602340,La plaça del diamant (Els nostres autors),Mercè Rodoreda,1997,Columna
671892061,FINE LINES,Simon Beckett,1994,Simon &amp
373790023,Earthbound : Elizabeth Porter Phelps and Life at Forty Acres (1747-1817) (Dreamscape),Rebecca Flanders,1990,Harlequin
517546779,Sky Walking : The Life and Film G,Dale Pollock,1984,Random House Value Publishing
61050679,The X-Files: Fight the Future,Elizabeth Hand,1998,HarperPrism
380793393,The Mackenzies: Jake,Ana Leigh,1999,Harper Mass Market Paperbacks
013838939X,Impact: A Guide to Business Communication (Esl English 2nd Language Series),Margot Northey,1997,Prentice Hall of Canada Ltd
821223496,The Art of Fine Cigars,John-Manuel Andriote,1996,Little Brown and Company
1902418204,Leys,Danny Sullivan,2000,Wooden Books
785813268,The Best of Lewis Carroll,Lewis Carroll,2001,Book Sales
446388491,Learning to Leave,Lynette Triere,1987,Not Avail
373105355,Chateau in the Palms (Harlequin Presents),Anne Hampson,1982,Harlequin Books
441523609,The Med Series,Murray Leinster,1983,Ace Books
689815158,Flight of the Dragon Kyn,Susan Fletcher,1997,Aladdin
347177985X,Fette Welt: Roman,Helmut Krausser,1992,List
91521912,The Devil's Alternative (Bull's-eye S.),Frederick Forsyth,1984,Nelson Thornes
1590520351,Two Hearts Praying As One (Family First),Dennis Rainey,2003,Multnomah
011340557X,Nuclear weapons,Great Britain,1974,H.M. Stationery Off
809448858,The World We Live in (A Child's First Library of Learning),Time-Life Books,1990,Time-Life Books
1578400600,Uncle Tom's Cabin (Classic Illustrated),Evelyn Goodman,1997,Acclaim Books
231070594,The Broken Fountain,Thomas Belmonte,1989,Columbia University Press
076530838X,Grania : She-King of the Irish Seas,Morgan Llywelyn,2003,Forge Books
345282558,State of Siege,Eric Ambler,1978,Ballantine Books
764508393,Word 2002 for Dummies,Dan  Gookin,2001,For Dummies
2876731126,J'habite ici (Recueil),Jean-Claude Pinson,1990,Champ Vallon
515054135,Death of a Peer,Ngaio Marsh,1980,Penguin Putnam~mass
1558174346,The Wild Type,Jeffrey Ivan Victoroff,1990,Kensington Publishing Corporation
037351011X,Search For Love,Nora Roberts,1992,Silhouette
375505512,Lit Life: A Novel,Kurt Wenzel,2001,Random House
66213967,Death in Slow Motion : My Mother's Descent into Alzheimer's,Eleanor Cooney,2003,HarperCollins
340604085,Knowing God,Packer,1996,Trafalgar Square Publishing
375406832,After the War,Alice Adams,2000,Alfred A. Knopf
805048871,Jabberrock: The Ultimate Book of Rock 'N' Roll Quotations,Raymond Obstfeld,1997,Henry Holt &amp
312242174,The Millennium Girl,Coerte V. W. Felske,1999,St. Martin's Press
2070361381,Cousine Bette,Honoré de Balzac,1995,Schoenhofs Foreign Books
345305136X,Das Schweigen der L�?¤mmer.,Thomas Harris,1991,Heyne
749746025,Night Maze,Annie Dalton,2001,Egmont Childrens Books
860916464,Against Method,Paul Feyerabend,1993,Verso
2207505065,Les ann�?©es fl�?©aux,Norman Spinrad,1996,Deno�?«l
307118479,Little monster's alphabet book (A Golden look-look book),Mercer Mayer,1978,Golden Press
345458311,White Wolf : A Novel of Druss the Legend,David Gemmell,2003,Del Rey
64400441,From Anna,Jean Little,1973,HarperTrophy
671819194,MARIE,Arnold,1979,Pocket
451203003,Cheaters,Eric Jerome Dickey,2001,New American Library
816718660,Gulliver's Travels (Troll Illustrated Classics),Jonathan Swift,1990,Troll Communications
671877259,CHILD OF THE EAGLE,Esther Friesner,1996,Baen
786002778,After Hours (Arabesque),Anna Larence,1996,Pinnacle Books
449003132,Milk and Honey (Decker and Lazarus Series),Faye Kellerman,1998,Fawcett Books
972869263,Dreams and Stones,Magdalena Tulli,2004,Consortium
941533190,Sunken Red,Jeroen Brouwers,1990,New Amsterdam Books
849911494,Little Prayer Series: Mealtime Prayers,Alan Parry,1995,Thomas Nelson
130416142,Writing About Art (4th Edition),Henry M. Sayre,2001,Prentice Hall
3442721199,Gute Knochen.,Margaret Atwood,1997,Btb Bei Goldmann
1887734015,Friends at School,Rochelle Bunnett,1995,Star Bright Books
345293029,Protector,Niven,1981,Not Avail
376035811,Plant Containers You Can Make,Menlo Park,1976,Sunset Pub Co
440060060,My mother/my self: The daughter's search for identity,Nancy Friday,1977,Delacorte Press
553353896,Homecoming : Reclaiming and Championing Your Inner Child,JOHN BRADSHAW,1992,Bantam
451408446,Dancing With Sin (Topaz Historical Romance),Jane Goodger,1998,Topaz
345336712,Lady's Time,Alan V. Hewat,1987,Ballantine Books
345427270,The Style Guy,GLENN O'BRIEN,2000,Ballantine Books
050552323X,Wings of a Dove (Love Spell),Elaine Barbieri,1999,Love Spell
786904879,Realms of the Underdark (Forgotten Realms Anthology),J. Robert King,1996,Wizards of the Coast
1570710309,365 Foods Kids Love to Eat : Nutritious and Kid-Tested,Sheila Ellison,1995,Sourcebooks
345333837,Hidden Lake,Trish Janeshutz,1987,Ballantine Books
1930252447,A Match Made for Murder,Pamela James,2001,Pagefree Publishing
440405084,The Story of Sitting Bull: Great Sioux Chief (Dell Yearling Biography),Lisa Eisenberg,1991,Yearling Books
006444239X,Digby (I Can Read Book 1),Barbara Shook Hazen,1998,HarperTrophy
440505917,Victory Secrets of Attila the Hun,WESS ROBERTS,1994,Dell
033039780X,Forever,Judy Blume,2001,Macmillan Children's Books
449006220,The Procedure,PETER CLEMENT,2001,Fawcett
3492116205,Lust Am Lesen,H Von Tanja Graf,1992,Piper Verlag
735710902,Python Web Programming,Steve  Holden,2002,SAMS
038527954X,Ellery Queen's Prime Crimes,Ellery Queen,1984,Dell Publishing Company
380708698,The Horse Latitudes,Robert Ferrigno,1991,Harper Mass Market Paperbacks
553157124,The Against Taffy Sinclair Club,Betsy Haynes,1991,Skylark Books
380003932X,Leben bis 100.,Siegfried Meryn,2002,Ueberreuter
3446202846,Ich w�?¤hlte die Freiheit. Geschichte einer afghanische Familie.,Mariam Notten,2003,Hanser
312975716,Murder on the Lusitania,Conrad Allen,2000,St. Martin's Minotaur
898655293,Myth-Nomers and Im-Pervections,Robert Asprin,1987,Donning Company Publishers
1580621147,Net Success: 24 Leaders in Web Commerce Show You How to Put the Web to Work for Your    Business,Christina Ford Haylock,1999,Adams Media Corporation
